nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned
HSTAI00103,1680,1275,FLOOR_THREE,Tower,STAI,Stairwell 1 Floor 3,Stairwell,Team H
HHALL00403,1325,1290,FLOOR_THREE,Tower,HALL,Hallway Connector 4 Floor 3,Hallway H00403,Team H
HHALL00303,1325,985,FLOOR_THREE,Tower,HALL,Hallway Connector 3 Floor 3,Hallway H00303,Team H
HHALL00203,1235,985,FLOOR_THREE,Tower,HALL,Hallway Connector 2 Floor 3,Hallway H00203,Team H
HLABS00103,1235,865,FLOOR_THREE,Tower,LABS,Reproductive Endocrine Labs,Reproductive Endocrine Labs,Team H
HHALL00103,1325,655,FLOOR_THREE,Tower,HALL,Hallway Connector 1 Floor 3,Hallway H00103,Team H
HHALL00603,1735,925,FLOOR_THREE,Tower,HALL,Hallway Connector 6 Floor 3,Hallway H00603,Team H
HHALL00703,1735,900,FLOOR_THREE,Tower,HALL,Hallway Connector 7 Floor 3,Hallway H00703,Team H
HDEPT00103,1725,900,FLOOR_THREE,Tower,DEPT,Dialysis Waiting Room,Dialysis WR,Team H
HHALL00803,1735,865,FLOOR_THREE,Tower,HALL,Hallway Connector 8 Floor 3,Hallway H00803,Team H
HSERV00103,1750,865,FLOOR_THREE,Tower,SERV,Nursing Room,Nursing Room,Team H
HHALL00903,1735,820,FLOOR_THREE,Tower,HALL,Hallway Connector 9 Floor 3,Hallway H00903,Team H
HHALL01003,1785,820,FLOOR_THREE,Tower,HALL,Hallway Connector 10 Floor 3,Hallway H01003,Team H
HBATH00103,1785,830,FLOOR_THREE,Tower,BATH,Bathroom 1 Tower Floor 3,Bathroom 0103,Team H
HHALL01103,1690,820,FLOOR_THREE,Tower,HALL,Hallway Connector 11 Floor 3,Hallway H01103,Team H
HDEPT00203,1690,830,FLOOR_THREE,Tower,DEPT,MICU 3B/C Waiting Room,MICU 3B/C WR,Team H
HHALL01203,1600,820,FLOOR_THREE,Tower,HALL,Hallway Connector 12 Floor 3,Hallway H01203,Team H
HHALL01303,1600,1030,FLOOR_THREE,Tower,HALL,Hallway Connector 13 Floor 3,Hallway H01303,Team H
HHALL01403,1735,1030,FLOOR_THREE,Tower,HALL,Hallway Connector 14 Floor 3,Hallway H01403,Team H
HHALL01503,1735,985,FLOOR_THREE,Tower,HALL,Hallway Connector 15 Floor 3,Hallway H01503,Team H
HBATH00203,1750,985,FLOOR_THREE,Tower,BATH,Bathroom 2 Tower Floor 3,Bathroom 0203,Team H
WELEV00E01,3265,830,FLOOR_ONE,45 Francis,ELEV,Elevator E Floor 1,Elevator E1,Team E
WELEV00E02,3235,880,FLOOR_TWO,45 Francis,ELEV,Elevator E Floor 2,Elevator E2,Team B
WELEV00F01,3050,980,FLOOR_ONE,45 Francis,ELEV,Elevator F Floor 1,Elevator F1,Team E
WELEV00F02,3075,960,FLOOR_TWO,45 Francis,ELEV,Elevator F Floor 2,Elevator F2,Team B
WELEV00G01,2935,900,FLOOR_ONE,45 Francis,ELEV,Elevator G Floor 1,Elevator G1,Team E
WELEV00G02,2945,870,FLOOR_TWO,45 Francis,ELEV,Elevator G Floor 2,Elevator G2,Team B
WELEV00HL1,2715,1070,FLOOR_LONE,45 Francis,ELEV,Elevator H Floor L1,Elevator HL1,Team C
WELEV00H01,2735,1070,FLOOR_ONE,45 Francis,ELEV,Elevator H Floor 1,Elevator H1,Team E
WELEV00H02,2725,1065,FLOOR_TWO,45 Francis,ELEV,Elevator H Floor 2,Elevator H2,Team B
WELEV00H03,2715,1075,FLOOR_THREE,45 Francis,ELEV,Elevator H Floor 3,Elevator H3,Team I
WELEV00JL2,2360,805,FLOOR_LTWO,45 Francis,ELEV,Elevator J Floor L2,Elevator JL2,Team C
WELEV00JL1,2360,800,FLOOR_LONE,45 Francis,ELEV,Elevator J Floor L1,Elevator JL1,Team C
WELEV00J01,2385,810,FLOOR_ONE,45 Francis,ELEV,Elevator J Floor 1,Elevator J1,Team E
WELEV00J02,2385,800,FLOOR_TWO,45 Francis,ELEV,Elevator J Floor 2,Elevator J2,Team B
WELEV00J03,2365,800,FLOOR_THREE,45 Francis,ELEV,Elevator J Floor 3,Elevator J3,Team I
WELEV00KL2,2215,975,FLOOR_LTWO,45 Francis,ELEV,Elevator K Floor L2,Elevator KL2,Team C
WELEV00KL1,2220,975,FLOOR_LONE,45 Francis,ELEV,Elevator K Floor L1,Elevator KL1,Team C
WELEV00K01,2240,985,FLOOR_ONE,45 Francis,ELEV,Elevator K Floor 1,Elevator K1,Team E
WELEV00K02,2240,965,FLOOR_TWO,45 Francis,ELEV,Elevator K Floor 2,Elevator K2,Team B
WELEV00K03,2220,985,FLOOR_THREE,45 Francis,ELEV,Elevator K Floor 3,Elevator K3,Team I
WELEV00LL2,1785,925,FLOOR_LTWO,Tower,ELEV,Elevator L Floor L2,Elevator LL2,Team C
WELEV00LL1,1785,925,FLOOR_LONE,Tower,ELEV,Elevator L Floor L1,Elevator LL1,Team C
WELEV00L01,1810,930,FLOOR_ONE,Tower,ELEV,Elevator L Floor 1,Elevator L1,Team F
WELEV00L02,1805,925,FLOOR_TWO,Tower,ELEV,Elevator L Floor 2,Elevator L2,Team H
WELEV00L03,1790,925,FLOOR_THREE,Tower,ELEV,Elevator L Floor 3,Elevator L3,Team H
WELEV00ML2,1820,1280,FLOOR_LTWO,Tower,ELEV,Elevator M Floor L2,Elevator ML2,Team C
WELEV00ML1,1820,1285,FLOOR_LONE,Tower,ELEV,Elevator M Floor L1,Elevator ML1,Team C
WELEV00M01,1810,1280,FLOOR_ONE,Tower,ELEV,Elevator M Floor 1,Elevator M1,Team F
WELEV00M02,1825,1280,FLOOR_TWO,Tower,ELEV,Elevator M Floor 2,Elevator M2,Team H
WELEV00M03,1815,1290,FLOOR_THREE,Tower,ELEV,Elevator M Floor 3,Elevator M3,Team H
WHALL001L2,1745,1525,FLOOR_LTWO,Tower,HALL,Hallway Connector 1 Floor L2,Hallway W01L2,Team C
WHALL002L2,1745,1540,FLOOR_LTWO,Shapiro,HALL,Hallway Connector 2 Floor L2,Hallway W02L2,Team G
WHALL00101,2160,910,FLOOR_ONE,45 Francis,HALL,Hallway Connector 1 Floor 1,Hallway W0101,Team F
WHALL00201,2175,910,FLOOR_ONE,45 Francis,HALL,Hallway Connector 2 Floor 1,Hallway W0201,Team E
WHALL00103,2060,1290,FLOOR_THREE,45 Francis,HALL,Hallway Connector 1 Floor 3,Hallway W0103,Team H
WHALL00203,2080,1290,FLOOR_THREE,45 Francis,HALL,Hallway Connector 2 Floor 3,Hallway W0203,Team I
WHALL00102,3345,865,FLOOR_TWO,45 Francis,HALL,Hallway Connector 1 Floor 2,Hallway W0102,Team B
WHALL00202,3360,860,FLOOR_TWO,15 Francis,HALL,Hallway Connector 2 Floor 2,Hallway W0202,Team D
WHALL00302,2085,900,FLOOR_TWO,45 Francis,HALL,Hallway Connector 3 Floor 2,Hallway W0302,Team H
WHALL00402,2105,900,FLOOR_TWO,45 Francis,HALL,Hallway Connector 4 Floor 2,Hallway W0402,Team B
WHALL00502,2085,1280,FLOOR_TWO,45 Francis,HALL,Hallway Connector 5 Floor 2,Hallway W0502,Team H
WHALL00602,2105,1280,FLOOR_TWO,45 Francis,HALL,Hallway Connector 6 Floor 2,Hallway W0602,Team B
WHALL00702,1740,1500,FLOOR_TWO,Tower,HALL,Hallway Connector 7 Floor 2,Hallway W0702,Team H
WHALL00802,1720,1745,FLOOR_TWO,Shapiro,HALL,Hallway Connector 8 Floor 2,Hallway W0802,Team G
WHALL00902,1690,2240,FLOOR_TWO,Shapiro,HALL,Hallway Connector 9 Floor 2,Hallway W0902,Team G
WHALL01002,1690,2455,FLOOR_TWO,BTM,HALL,Hallway Connector 10 Floor 2,Hallway W1002,Team A
